date,e_a,T_max,T_min,RH_mean,RH_max,RH_min,P,U_z,rain_mm,n_sun,R_s,R_n,G,T_mean,T_dew,gamma,e_max,e_min,e_s,delta,R_a,U_2
2020-03-03,1.22,15.3,8.8,63.0,90.0,26.0,85.01,4.1,0.0,5.0,15.44,9.14720396286461,0.0,12.05,,0.05653165,1.7385638954612772,1.1326407811431278,1.4356023383022025,0.09274861384851198,33.25213474441318,4.100911035369683
2020-03-04,1.24,14.2,10.3,66.0,92.0,40.0,85.11,2.8,0.0,5.0,15.5,9.207779335428924,0.0,12.25,,0.05659815,1.6194713704253727,1.2528677634951673,1.4361695669602699,0.09382780785086964,33.39511639421491,2.800622170496369
2020-03-05,1.26,14.5,11.1,74.0,93.0,45.0,85.21,2.2,0.0,6.0,16.98,9.906595324335889,0.0,12.8,,0.05666465,1.6512191555446767,1.3214654993101305,1.4863423274274035,0.0968508995801434,33.537297002675984,2.200488848247147
2020-03-06,1.36,16.6,11.7,64.0,91.0,41.0,85.37,2.2,0.0,5.0,15.6,9.33271952026048,0.0,14.15,,0.05677105,1.889152127641528,1.3750584263039283,1.632105276972728,0.10462482688484939,33.67860583910281,2.200488848247147
2020-03-07,1.3,14.1,12.4,66.0,82.0,56.0,85.51,2.0,0.0,11.0,24.3,13.375495175427547,0.0,13.25,,0.05686415,1.6090084391753954,1.4399889496967868,1.5244986944360912,0.09938564012741623,33.81897360212486,2.000444407497407
2020-03-08,1.3,14.1,12.4,66.0,82.0,56.0,85.51,2.0,0.0,11.0,24.38,13.44321652550164,0.0,13.25,,0.05686415,1.6090084391753954,1.4399889496967868,1.5244986944360912,0.09938564012741623,33.95833248485049,2.000444407497407
2020-03-09,1.67,19.0,15.2,84.0,98.0,52.0,85.44,1.4,0.0,9.0,21.55,12.459786389759437,0.0,17.1,,0.056817599999999996,2.197393323885526,1.727428862466867,1.9624110931761964,0.12347583925448073,34.09661623805747,1.4003110852481846
2020-03-10,1.67,19.0,14.8,68.0,94.0,43.0,85.48,2.2,0.0,9.0,21.62,12.52949914620702,0.0,16.9,,0.056844200000000004,2.197393323885526,1.6835115280330897,1.940452425959308,0.12211265844598747,34.233760231303506,2.200488848247147
2020-03-11,1.66,17.7,15.7,67.0,98.0,42.0,85.31,1.5,0.0,10.0,23.14,13.29828591887074,0.0,16.7,,0.05673115,2.025376219749854,1.7837358312436735,1.9045560254967637,0.12076226634889625,34.369701511844994,1.5003333056230548
2020-03-12,1.71,22.0,14.9,69.0,98.0,38.0,85.04,1.4,0.0,10.0,23.21,13.32232034694913,0.0,18.45,,0.05655160000000001,2.6439311922105757,1.6943980378095331,2.1691646150100543,0.1330192773529232,34.50437886125647,1.4003110852481846
2020-03-13,1.63,20.1,14.3,61.0,86.0,36.0,85.07,1.4,0.0,10.0,23.27,13.332228506715818,0.0,17.200000000000003,,0.05657155,2.35279512899011,1.6299939408502728,1.9913945349201914,0.12416225573867956,34.63773284964715,1.4003110852481846
2020-03-14,1.59,18.1,15.1,73.0,94.0,40.0,85.27,0.3,0.0,10.0,23.34,13.368957448689471,0.0,16.6,,0.05670455,2.0770026187312354,1.7163564077019398,1.8966795132165877,0.12009183587666868,34.769705887375366,0.300066661124611
2020-03-15,1.59,18.1,15.1,73.0,94.0,40.0,85.27,0.3,0.0,10.0,23.4,13.422917296550889,0.0,16.6,,0.05670455,2.0770026187312354,1.7163564077019398,1.8966795132165877,0.12009183587666868,34.90024227416613,0.300066661124611
2020-03-16,1.88,20.9,17.0,78.0,92.0,53.0,85.37,1.1,14.5,15.0,30.82,17.51290142018837,0.0,18.95,,0.05677105,2.4717700446226427,1.9377293518704448,2.2047496982465438,0.13670897580940022,35.0292882455425,1.1002444241235736
2020-03-17,1.61,17.9,14.3,64.0,96.0,43.0,85.24,2.7,0.0,8.4,21.17,12.428741882959926,0.0,16.1,,0.056684599999999995,2.051047219011438,1.6299939408502728,1.8405205799308555,0.11678685949476648,35.15679201648619,2.7005999501214992
2020-03-18,1.65,19.8,13.2,64.0,96.0,40.0,85.23,2.8,0.0,7.8,20.34,12.065086928392356,0.0,16.5,,0.056677950000000005,2.309488249490783,1.5174787226056794,1.9134834860482313,0.11942456641907648,35.2827038222483,2.800622170496369
2020-03-19,1.61,19.9,13.6,61.0,96.0,40.0,85.28,2.9,0.0,7.0,19.21,11.464705813360082,0.0,16.75,,0.0567112,2.3238457638211925,1.557578341061305,1.9407120524412487,0.12109867072016803,35.406975956237034,2.9006443908712396
2020-03-20,1.61,19.3,13.1,58.0,96.0,37.0,85.31,0.9,0.0,8.0,20.74,12.268977529829101,0.0,16.2,,0.05673115,2.238858124675362,1.5075965447621003,1.8732273347187312,0.11744160443265084,35.52956280491466,0.900199983373833
2020-03-21,1.77,19.6,14.9,77.0,92.0,50.0,85.48,3.0,0.0,11.0,25.25,14.729268483705615,0.0,17.25,,0.056844200000000004,2.281005772982453,1.6943980378095331,1.9877019053959932,0.12450667582529128,35.650420879642446,3.0006666112461096
2020-03-22,1.65,18.6,15.6,73.0,96.0,38.0,85.31,3.8,0.0,10.4,24.41,14.146722206754518,0.0,17.1,,0.05673115,2.143152914469288,1.7723474716742158,1.9577501930717518,0.12347583925448073,35.76950884541814,3.8008443742450724
2020-03-23,1.86,20.3,16.1,64.0,94.0,46.0,85.31,2.6,0.0,11.6,26.25,15.370872040234374,0.0,18.200000000000003,,0.05673115,2.3820593372779197,1.8299332444264929,2.1059962908522065,0.13120629606747064,35.88678754645714,2.600577729746629
2020-03-24,1.64,18.0,13.9,56.0,89.0,37.0,85.22,4.3,0.0,8.6,21.83,12.943863996247428,0.0,15.95,,0.0566713,2.063989202660485,1.588260344620149,1.8261247736403172,0.11581055353109897,36.00222002857503,4.300955476119424
2020-03-25,1.76,19.3,14.6,61.0,94.0,41.0,85.06,3.0,0.0,9.0,22.48,13.397762148225043,0.0,16.95,,0.0565649,2.238858124675362,1.6619223807933985,1.9503902527343802,0.12245225092366707,36.115771558335396,3.0006666112461096
2020-03-26,1.8,19.5,15.3,61.0,96.0,43.0,84.96,4.1,0.0,9.6,23.43,13.93449814989524,0.0,17.4,,0.0564984,2.2668801009804516,1.7385638954612772,2.0027219982208644,0.12554480178025634,36.2274096389341,4.100911035369683
2020-03-27,1.55,19.0,13.1,58.0,91.0,36.0,84.94,3.6,0.0,7.6,20.48,12.199274317154893,0.0,16.05,,0.056485099999999996,2.197393323885526,1.5075965447621003,1.852494934323813,0.11646065079347317,36.33710402279739,3.600799933495332
2020-03-28,1.48,17.0,13.0,71.0,93.0,43.0,85.03,3.2,0.0,7.0,19.62,11.756784687809159,0.0,15.0,,0.056544950000000004,1.9377293518704448,1.4977709027569757,1.7177501273137104,0.10978677277584367,36.44482672087843,3.200711051995851
